frame.time_epoch,eth.src,eth.dst,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,arp.isgratuitous
1778231144.600501587,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.56,
1778231144.600501678,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.59,
1778231144.600501758,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.60,
1778231144.600938356,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.61,
1778231144.644464797,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.62,
1778231144.644464917,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.63,
1778231144.644464968,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.66,
1778231144.644465017,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.67,
1778231144.644767655,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.68,
1778231144.646318444,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.69,
1778231144.646318574,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.70,
1778231144.646318625,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.71,
1778231144.651487902,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.72,
1778231144.651488032,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.73,
1778231144.651488082,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.76,
1778231144.651488132,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.77,
1778231144.651904332,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.78,
1778231144.651904473,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.79,
1778231144.651904533,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.80,
1778231145.164119625,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.81,
1778231145.164119756,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.82,
1778231145.164119805,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.151,
1778231145.164119856,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.152,
1778231145.165980806,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.155,
1778231145.165980936,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.156,
1778231145.165980987,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.157,
1778231145.165981036,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.158,
1778231145.165981087,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.159,
1778231145.166633561,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.160,
1778231145.166633692,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.161,
1778231145.166633741,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.162,
1778231145.166633792,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.163,
1778231145.167282168,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.164,
1778231145.167282398,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.165,
1778231145.167282518,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.166,
1778231145.167282638,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.167,
1778231145.167687948,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.168,
1778231145.167688089,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.169,
1778231145.167688149,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.170,
1778231145.167688209,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.171,
1778231145.167688259,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.172,
1778231145.168314755,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.173,
1778231145.168314875,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.174,
1778231145.168314935,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.175,
1778231145.168314995,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.176,
1778231145.168315055,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.177,
1778231145.168919379,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.178,
1778231145.168919519,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.179,
1778231145.168919579,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.180,
1778231145.168919639,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.181,
1778231145.169574248,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.182,
1778231145.169574388,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.183,
1778231145.169574458,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.184,
1778231145.169574508,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.185,
1778231145.694416149,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.188,
1778231145.694416339,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.189,
1778231145.694416410,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.190,
1778231145.694416490,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.191,
1778231145.694879498,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.192,
1778231145.694879688,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.193,
1778231145.696563236,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.196,
1778231145.696563366,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.197,
1778231145.696563417,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.198,
1778231145.696563466,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.199,
1778231145.733229927,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.202,
1778231145.733230047,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.203,
1778231145.733230107,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.204,
1778231145.733230158,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.205,
1778231145.733567671,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.206,
1778231145.771329015,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.209,
1778231145.771329125,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.210,
1778231145.771329175,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.211,
1778231145.771329225,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.212,
1778231145.771678040,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.213,
1778231145.771678169,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.214,
1778231145.771678220,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.215,
1778231145.771678270,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.216,
1778231145.772531842,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.217,
1778231145.772531971,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.218,
1778231146.716563528,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.17,
1778231146.716563769,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.85,
1778231146.716563969,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.86,
1778231146.716564059,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.87,
1778231146.716564159,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.88,
1778231146.718277603,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.89,
1778231146.718277713,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.90,
1778231146.718277764,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.91,
1778231146.721381956,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.94,
1778231146.721382087,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.95,
1778231146.721382136,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.96,
1778231146.721382187,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.97,
1778231146.721885460,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.100,
1778231146.721885591,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.101,
1778231146.721885641,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.102,
1778231147.234017590,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.103,
1778231147.234017710,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.104,
1778231147.234017761,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.107,
1778231147.234017810,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.108,
1778231147.235956156,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.109,
1778231147.235956277,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.110,
1778231147.235956326,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.111,
1778231147.235956377,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.114,
1778231147.235956427,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.115,
1778231147.236691515,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.116,
1778231147.236691665,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.119,
1778231147.236691736,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.120,
1778231147.236691796,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.121,
1778231147.237121723,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.122,
1778231147.237121883,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.123,
1778231147.238132258,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.124,
1778231147.238132388,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.125,
1778231147.238132438,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.128,
1778231147.238132488,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.129,
1778231147.238132528,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.130,
1778231147.238708990,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.131,
1778231147.238709121,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.132,
1778231147.238709170,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.133,
1778231147.238709221,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.134,
1778231147.239336537,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.135,
1778231147.239336667,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.136,
1778231147.239336717,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.231,
1778231147.239336767,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.232,
1778231147.239804224,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.233,
1778231147.239804354,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.234,
1778231147.239804404,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.235,
1778231147.239804455,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.236,
1778231147.240350429,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.237,
1778231147.240350569,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.238,
1778231147.240350620,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.239,
1778231147.764438473,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.242,
1778231147.764438593,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.243,
1778231147.764438644,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.244,
1778231147.764821412,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.245,
1778231147.764821512,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.246,
1778231147.765317042,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.247,
1778231147.766516291,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.250,
1778231147.766516462,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.251,
1778231147.766516512,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.252,
1778231147.766516562,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.253,
1778231147.803096344,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.0,
1778231147.803096464,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.12,
1778231147.803096524,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.13,
1778231147.803096574,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.18,
1778231147.803407157,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.19,
1778231147.841326741,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.34,
1778231147.841326972,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.35,
1778231147.841327072,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.41,
1778231147.841327173,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.42,
1778231147.841700604,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.51,
1778231147.841700844,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.52,
1778231147.841700944,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.57,
1778231147.841701035,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.58,
1778231147.842244446,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.64,
1778231147.842244577,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.65,
1778231148.126071586,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.83,
1778231148.126071716,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.84,
1778231149.599075482,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.17,
1778231149.599075683,72:8d:bc:2b:01:66,ff:ff:ff:ff:ff:ff,1,72:8d:bc:2b:01:66,192.168.1.9,00:00:00:00:00:00,192.168.1.151,
